Gene,log2FoldChange,pvalue,adj_pvalue
FAAH2,-1.1566261065943975,2.5764648138993256e-19,2.1550685550444754e-18
PHF15,-1.0743158438395977,2.5782276699101803e-19,2.1554843995370824e-18
LOC284578,2.2641070774910643,2.635449447432868e-19,2.2022425951806548e-18
CCDC129,2.616706562978674,2.652683073236493e-19,2.215556289221063e-18
C4orf7,4.49598031891913,2.7357875032709075e-19,2.281609264481075e-18
ZNF671,-1.155703904010057,2.7886258314267917e-19,2.324537342594139e-18
LOC100190939,1.0279928361022739,2.8694457653723097e-19,2.389567793852833e-18
EDA2R,-1.1855897136797449,2.898790996840656e-19,2.4128255462461573e-18
IQGAP2,-1.3260620124896914,2.913082004209874e-19,2.4226381317158693e-18
LCT,2.5859772593378105,2.913425069732296e-19,2.4226381317158693e-18
ID4,1.9905984564628234,2.9227605203045706e-19,2.429214819950553e-18
KIAA1609,1.0354979812261895,2.9285608808669746e-19,2.4328483805446136e-18
CDC25B,1.0266941793330986,2.969154975514974e-19,2.4653685632871773e-18
NRK,-1.9631738894780257,2.9952993950504897e-19,2.4834444351367984e-18
KLKP1,-1.1356211185735046,2.9973634877911524e-19,2.4839464816098943e-18
GNMT,-1.7047054475472292,3.011477007085187e-19,2.494428668806456e-18
SLC16A12,-1.1076364086249557,3.1401465318747734e-19,2.5946965277936627e-18
EFCAB4B,-1.528561851459095,3.2222359003729394e-19,2.6599455832938032e-18
SLC28A1,1.962169302069832,3.7868271897514387e-19,3.1094342835808585e-18
KCNK12,1.3987182592985352,3.8175966065206087e-19,3.131679682516665e-18
ACBD7,1.7363742468873982,3.8236640777180876e-19,3.1351468099922497e-18
S100A8,3.010851058481597,3.9154931814690594e-19,3.2073520385001484e-18
CATSPERG,-1.271927410549468,3.96210184981031e-19,3.2439708895321914e-18
SLC16A1,1.373105895290836,4.384021384827535e-19,3.572243262373824e-18
GZMB,2.090900828718433,4.489896112215759e-19,3.656763787232634e-18
SPATA17,-1.2759321864812847,4.6028857895351675e-19,3.745205207634204e-18
CXADR,1.4317484309335837,5.013771207539458e-19,4.071746478988887e-18
LOC100128239,-1.355497207493814,5.3448576618437775e-19,4.336490041981874e-18
IL20RB,1.1968302187659572,5.677629406734189e-19,4.599906222487309e-18
PPYR1,1.5939614194257885,5.753691929494577e-19,4.659314006623521e-18
AADAT,1.6404147755390595,6.310922673001071e-19,5.103276976315682e-18
ANXA8,2.74174329366482,6.698124190485719e-19,5.403555422262994e-18
STON2,-1.6946908566042191,6.764144348918141e-19,5.454231925287687e-18
IQGAP3,1.148565818310356,6.826093052541234e-19,5.498976569762404e-18
PALM,-1.7674814696987529,7.08232655145439e-19,5.6973085106881564e-18
RRAGD,1.229953151879342,7.278817203794198e-19,5.852608922597507e-18
TTC25,-1.1743632575311254,7.424113999048989e-19,5.963804783198315e-18
ANXA3,1.5519211853422892,7.627270644475813e-19,6.121226158125499e-18
TLE6,-1.7462685833235145,7.6996235853011e-19,6.176381990469983e-18
FSCN2,-1.150995667884216,7.811470861243366e-19,6.2572600548906174e-18
PDGFD,-1.067850940654334,7.818210965436274e-19,6.259714750417477e-18
B3GNT3,2.3043204940889987,7.868364544685507e-19,6.2969101595861926e-18
ARNTL2,1.6837809394760619,7.949322777991152e-19,6.35572614597133e-18
RASSF4,1.2060659518479255,7.983764022068156e-19,6.380267540864416e-18
GBP1,1.4437165665134906,8.156125066768217e-19,6.51495355943071e-18
RYR1,1.8438384941675512,8.891475592074615e-19,7.082405487980856e-18
LRG1,-2.828845123915009,9.469965610061061e-19,7.536145529875695e-18
GLOD5,-1.1221427084560704,9.540007824613993e-19,7.588338778756483e-18
ZCCHC24,-1.0268135815561035,9.747988214130446e-19,7.750151227200817e-18
DNER,2.7280354267310787,9.850034090620022e-19,7.827628584379792e-18
CYP4X1,-2.5157985860728163,1.0011105654844969e-18,7.95191834431016e-18
DUSP4,-1.5796517104591334,1.0084768310875084e-18,8.002963855275055e-18
ADAMTS3,1.4452271238364567,1.0380315858225936e-18,8.22600181784959e-18
FAM135B,-1.8756756765248817,1.0520712026576113e-18,8.329508405978206e-18
LOC100132215,1.293722430383724,1.053324185534806e-18,8.335553382740587e-18
SEPT3,1.752179985075215,1.1265876727713365e-18,8.890981866366404e-18
C9orf172,-1.106041062801932,1.1438646146588242e-18,9.010182417964743e-18
PKDREJ,1.110533062330623,1.1568367267378205e-18,9.103941523264826e-18
HOXD8,-1.0875099603314888,1.1637010208078903e-18,9.153731355361835e-18
SLC38A11,-1.0912681748556616,1.198097973256735e-18,9.419948515495011e-18
CELF4,1.9242225325006883,1.2882445641164395e-18,1.0109124176926328e-17
MPP7,-1.6290031695534344,1.5253142233338909e-18,1.1921111162632476e-17
AGPAT4,1.0451675464435795,1.531454949935415e-18,1.1963613668532164e-17
CCKBR,2.997806657240485,1.5631674282226191e-18,1.2188984112926374e-17
TLX1,3.1154048348454504,1.7069090784110038e-18,1.3261250732362863e-17
KLHDC9,-1.9291683201759549,1.72684018319293e-18,1.3409980993969721e-17
SIRPA,1.0599645418483163,1.7701944880012396e-18,1.3740388391367872e-17
C9orf171,-1.0483264168728645,1.799309352760417e-18,1.395366041780961e-17
NCRNA00087,1.2479855465221332,1.9698661678947786e-18,1.5255489240221955e-17
MURC,1.0720120105259023,1.976509495604256e-18,1.529998032279113e-17
NBPF22P,-1.1180784768862182,1.9823014476807074e-18,1.5337843550205565e-17
PRRT2,-1.3013067279368453,2.068548774499727e-18,1.5990642591797707e-17
LDHD,-1.8000243077648186,2.209466726620863e-18,1.704903414334087e-17
KHDRBS3,1.547957633242997,2.2396761671995044e-18,1.726649394631397e-17
CHRDL2,2.6097783237107737,2.2474596601184906e-18,1.731865973385425e-17
FOXL1,1.5615885314795168,2.2711907659625243e-18,1.7493613181520483e-17
NPDC1,-1.2612239307175699,2.384587729434296e-18,1.8309075307604174e-17
SLC22A23,-1.0795144456227188,2.4478970243863316e-18,1.8752895333018096e-17
KLK8,3.190523820745454,2.5269263681535317e-18,1.9332235422126976e-17
LMBRD2,-1.0313517772279175,2.5613666789193593e-18,1.9578130404845912e-17
RND3,1.0357831074977426,2.577433837787512e-18,1.9692103300817106e-17
TRPM8,2.5652505714622365,2.5860114997697147e-18,1.974877840407096e-17
RIMS3,1.247102348690154,2.6820364060887327e-18,2.044542524426639e-17
C6orf223,2.138024186009976,2.7727273306575744e-18,2.1117865134659433e-17
OGN,-2.434145559875888,2.7925539821401473e-18,2.125936268030698e-17
ProSAPiP1,1.3819920427320227,2.810696356533534e-18,2.1378364873499812e-17
EBF4,-1.3837613251639764,3.083317259584783e-18,2.3378848143690495e-17
FBXL16,-1.8083215466792328,3.1900586045872943e-18,2.4155935098319977e-17
SH3GL3,2.0328575429087623,3.4048973560710567e-18,2.5725555445381586e-17
TIMP3,-1.1833352067868486,3.4310381300838462e-18,2.5888604056414667e-17
PABPC4L,1.157111763088646,3.457686047335132e-18,2.607811930297489e-17
KLK10,3.2833311456737757,3.662097699788206e-18,2.758315958752461e-17
IL27RA,1.3066244923608696,3.679885225251959e-18,2.770488301770153e-17
MKI67,1.0859441577314328,3.688326200635037e-18,2.775616226107586e-17
FZD7,1.1499407878716497,3.973961433596096e-18,2.983975450358973e-17
PPP1R14D,-1.0512321432779548,4.0577002204712475e-18,3.0414892057493545e-17
C10orf90,2.5067704881976356,4.134229888212234e-18,3.0974894411022595e-17
PRSS3,2.1014734417344174,4.258279097748502e-18,3.184826220230874e-17
ETNK2,-1.4421363418561732,4.31374777392331e-18,3.2234806752924076e-17
EPN3,-1.1739201013314489,4.487660628695191e-18,3.3490298206257275e-17
ZNF667,1.352213644397315,4.603758311753113e-18,3.43266217378089e-17
CHST8,-2.4684156003299162,4.676716038333169e-18,3.480964778532074e-17
C9orf68,-1.4419312045874086,4.6846539390588075e-18,3.48447884563493e-17
SCN2B,-1.4972923019520057,4.741418545422053e-18,3.5245027424067024e-17
LOC100190938,-1.5961325242527797,4.915260036445206e-18,3.648948492618215e-17
SIX3,2.727490063233967,5.016305469820011e-18,3.720717863721028e-17
RAD51AP2,1.246049004359609,5.090980432000671e-18,3.771178632317156e-17
KIRREL3,1.7692327991830648,5.347472321098311e-18,3.9577337517733266e-17
SYNM,1.890901331448097,5.438077369832241e-18,4.0212964658377363e-17
HSPA12A,-1.0922697262479888,5.538881735768382e-18,4.09406058854755e-17
RAB11FIP1,-1.0447966458505196,5.54578084136097e-18,4.097381680189905e-17
CEACAM19,1.5381435528848035,5.605983748969567e-18,4.140065188419416e-17
LOC645323,2.1062917245984054,5.6573738052529885e-18,4.1762061509951625e-17
MYOZ3,-1.3340433015199715,5.671113437259153e-18,4.1845347416171306e-17
LOC157381,1.7473278347276224,5.843103792058131e-18,4.3077081202922067e-17
IL32,1.3716174777110126,6.0749348579623775e-18,4.4728119598400035e-17
NDRG1,1.3400236950630386,6.188581981154746e-18,4.5525508051432106e-17
NEURL,-2.4855214563449994,6.201022567133983e-18,4.5597329152975706e-17
C11orf9,1.4012199128078215,6.2404309016138255e-18,4.584751434619648e-17
UGT2B7,2.2806573072542315,6.410995480944388e-18,4.7060022862277126e-17
LOC100130522,-1.3791120969325639,6.502230007241964e-18,4.7696140892234306e-17
C9orf150,-1.3800925101135064,6.74539159783279e-18,4.9429440151072464e-17
SLC6A17,2.034021637013471,6.788792453558555e-18,4.972607977810847e-17
MT1H,1.8573998193315262,6.93911114247924e-18,5.0783439087417903e-17
KLK7,3.262644271631122,7.001615676169842e-18,5.121886381665482e-17
COL4A3,1.6603629079769058,7.205613493622611e-18,5.266592180102707e-17
KCNMA1,-1.6220446683162502,7.255166185172025e-18,5.2937223707574806e-17
BCL2A1,1.6568533207650908,8.439618002787443e-18,6.138327402031215e-17
ZBTB16,-1.881422182946468,8.567278950868134e-18,6.227091785458145e-17
TRPM6,1.8994523427987904,8.788022900863318e-18,6.376652322185867e-17
C6orf15,2.7120100703036014,8.924023229755276e-18,6.472577325499675e-17
PPM1J,-1.1679629747456897,9.028718807522898e-18,6.545725044364195e-17
ZNF883,1.693893503790112,9.438341432299064e-18,6.831064793542415e-17
SLC6A16,1.372467165468756,9.802207952037389e-18,7.085382063802917e-17
LYPD5,1.4556642433525777,1.0467706211679865e-17,7.552804324035351e-17
LOC283174,-1.9627547621853023,1.0555248249628079e-17,7.610325050430406e-17
FMN1,-1.3962522485369782,1.0587033443805851e-17,7.630011830216405e-17
SERP2,-1.3133343466478147,1.1119680228909231e-17,8.000344499295487e-17
SYT8,2.6937438121047883,1.1227229557493545e-17,8.070904152136557e-17
STX19,1.9110386512705713,1.1284460051289744e-17,8.108622560061787e-17
MAP7D3,1.152601853815641,1.132311447662847e-17,8.129537923144302e-17
B3GNT7,1.602595553984525,1.210680043360687e-17,8.681213110918947e-17
GSC,-1.2291920584423228,1.2575079687960651e-17,9.005618464506723e-17
FASN,-1.1454490475629377,1.2666578674838754e-17,9.06352247195395e-17
PRR15L,-1.463578987471033,1.2674887387886396e-17,9.065658639886826e-17
BCL11B,1.4547032559600943,1.3332038024816642e-17,9.511713764668094e-17
HSD17B8,-1.3097658968618662,1.3667995298588896e-17,9.739161503555184e-17
TCEA3,-1.1443226110521962,1.4115127170132162e-17,1.0040961391284491e-16
CDK15,-1.053220835788068,1.5025564982377708e-17,1.0666334791575338e-16
TMOD1,1.185039197203567,1.5176912771900003e-17,1.0764799021468432e-16
ALCAM,-1.5278872589450554,1.6453646183539903e-17,1.1626788153762842e-16
GLYATL2,2.482189415184007,1.7044969289068483e-17,1.203964442110478e-16
ASPN,-1.6238376183182162,1.709591738834361e-17,1.2070624922201145e-16
FAM176B,-1.0966615254703251,1.7180554953093725e-17,1.2125356438093085e-16
CCDC151,-1.4196800282785436,1.747254779922359e-17,1.2326325145848288e-16
TSPYL5,1.5417926043753205,1.9100216981119457e-17,1.3457869060341925e-16
SLC2A12,1.285314645929069,1.969977292383865e-17,1.3842258188662672e-16
MYCBPAP,-1.1722994226464007,2.035673339217157e-17,1.4260599328205752e-16
OXGR1,2.2270656690624877,2.0677547399231474e-17,1.4479384548063816e-16
PDZK1IP1,1.7844953144024194,2.0745801730541997e-17,1.4521208527378965e-16
ENPP5,-1.290227842582775,2.0998059188339767e-17,1.4691739851167881e-16
LOC121838,2.1059238089627277,2.14538625457463e-17,1.4992173949694684e-16
AMPH,-1.5626070578531888,2.2955659122125142e-17,1.6015357429323688e-16
CORO2A,-1.0141228663446054,2.325814258538375e-17,1.6213105535369842e-16
LOC286467,1.8388289933623971,2.3728877064429497e-17,1.6527720916451303e-16
LPPR5,-1.0890774439338597,2.382560187178373e-17,1.6588307435669538e-16
PRR11,1.2639826283335305,2.4433944437763008e-17,1.6991019753985466e-16
HOXC5,-1.0319240956757398,2.491027260628957e-17,1.7315181325922915e-16
PNPLA7,-1.3274764266918035,2.5108714662408892e-17,1.7438882981273389e-16
NBPF6,-2.0917579827972195,2.5163225089060415e-17,1.7469617744260044e-16
PRSS16,1.6510681591453595,2.5185243517865404e-17,1.7477779018306758e-16
ARHGEF38,-1.5743264325831672,2.6355188500070797e-17,1.824507561610592e-16
CDCA7L,1.0473378421900161,2.7262060453635863e-17,1.8849894012400275e-16
CARD9,1.2108544715447147,2.883875973784329e-17,1.9875519155624088e-16
TEKT1,-1.024046498566435,2.932086717680609e-17,2.0191442297654982e-16
AK7,-1.3497717136011946,2.97132581888589e-17,2.0453386699929954e-16
CDKN2A,2.114353811712033,3.062183261439897e-17,2.105328257663361e-16
PHYHD1,-2.0436282785436557,3.1014995395853704e-17,2.1289212881555363e-16
PEX11G,-1.0346085189112761,3.1867049901052e-17,2.183008285659355e-16
ULBP2,1.577405337575116,3.202612287447903e-17,2.1921417707089142e-16
RNF222,1.6994127606928244,3.368575037367908e-17,2.3020398429524665e-16
RIPK3,-1.1496350771768604,3.379712634392967e-17,2.3087246756402823e-16
ACTR3B,1.1158199913593307,3.435831710599191e-17,2.3433005218864325e-16
LOC388588,-1.158925941636228,3.447840621497445e-17,2.3486690313640597e-16
GPX7,1.1124598130474057,3.4597578088042775e-17,2.35584468148488e-16
GPR97,1.316682439809905,3.5603205622164394e-17,2.421416101219887e-16
COL27A1,1.4217661050233694,3.6964537260296673e-17,2.510993496381541e-16
ADORA2B,1.3149279014964055,3.749640361152005e-17,2.5440786992198665e-16
DLX6,2.5596670397863406,3.790770787279723e-17,2.57096083263137e-16
TNIP3,1.784610305958132,4.075883553505718e-17,2.759932282950393e-16
NCRNA00110,-1.015234405561447,4.28340731045348e-17,2.895848610441555e-16
ITGBL1,-1.233969003574094,4.606623920208092e-17,3.111892318966434e-16
KIAA1324,-1.8782266918031478,4.74422346728733e-17,3.2023038306739285e-16
UNC5A,-2.0161489768665786,4.8252825811625796e-17,3.2544381131563853e-16
SEC14L4,2.0373276619143,4.9576546652035154e-17,3.3410707933682574e-16
VSNL1,1.7983920977180787,4.970863262474508e-17,3.3486472056938636e-16
SSPO,-1.2750020030635083,5.038174206326035e-17,3.3926495347462385e-16
CENPI,1.0518250265111364,5.1336499039848846e-17,3.452845887237859e-16
CD79B,1.3757728329602124,5.210321978136685e-17,3.5016489063799423e-16
S100A3,1.080400542005421,5.265905172800379e-17,3.537608090445383e-16
PRG2,1.5253973213935037,5.3769282404044034e-17,3.609345208280922e-16
CCNO,-1.8542787046855969,5.4827515233452704e-17,3.6789305926938517e-16
PEX5L,-1.2344294882369118,5.751665330719018e-17,3.854815449907315e-16
NEIL3,1.0450056635638827,5.933995657770149e-17,3.970764088480379e-16
C14orf132,-1.651135226424727,6.216519493658745e-17,4.1500324177580725e-16
C2orf81,-1.1225763127921136,6.409783759401407e-17,4.277375290854465e-16
C2orf88,1.5599229527512675,6.481180540193157e-17,4.321632913057536e-16
C3orf15,-1.8436536035505284,6.503731509607696e-17,4.334972509143603e-16
C5orf46,1.7743563685636863,6.53858029657025e-17,4.3564954010403505e-16
MDFI,1.645778429755313,6.557545472642671e-17,4.367422737548091e-16
AMIGO2,-1.2794790346019393,7.071001159101131e-17,4.691045957907763e-16
STYK1,1.1541697851616188,7.250760837271655e-17,4.8065573008461e-16
NBPF4,-2.2132834491968114,7.534728491226844e-17,4.981227725372405e-16
KIF1A,3.437884266132516,7.923101491848621e-17,5.227834885942737e-16
MCART6,1.2536620949687762,8.237874877667654e-17,5.433424057578626e-16
KISS1R,-1.5444585522956682,8.388316330196184e-17,5.530508211507589e-16
STEAP2,-1.2138166214995483,8.431905570438796e-17,5.55709566039368e-16
SLC22A18,-1.1216249754526544,8.898101180181939e-17,5.848501084465396e-16
CAB39L,-1.0604223557597905,9.127256868855743e-17,5.992181359931122e-16
ZC3H12C,1.0583367778170532,9.779016903486505e-17,6.4027934589148475e-16
MS4A15,-1.977006017045678,9.778420673128948e-17,6.4027934589148475e-16
SULT2B1,-1.8984401751698687,9.84412737479672e-17,6.437998816927347e-16
VANGL2,1.449261026668239,9.961286750518062e-17,6.509620620158197e-16
DSC3,2.7282438042496375,1.0065008534735982e-16,6.574878992963321e-16
CLDN23,1.2151970071874638,1.0312158310978323e-16,6.726007508079695e-16
KLK5,3.5806756883076067,1.0900897629451718e-16,7.090996433520349e-16
SHISA6,-1.2730259337810774,1.139121638509611e-16,7.395822151665526e-16
OXER1,1.1488842268567603,1.2120192953670544e-16,7.851155800723064e-16
PLAGL1,1.2392428302109106,1.249928209491628e-16,8.087491416277518e-16
KRT6A,3.2780436982050984,1.3679699960449465e-16,8.8344819994863255e-16
ATP8B3,-1.1198305526098746,1.3963556828888868e-16,9.010965244258333e-16
KCNF1,-1.7636274066218927,1.437315088883787e-16,9.268260493635325e-16
PLEKHF1,1.2161579435214636,1.5589662858163817e-16,1.0029919096128817e-15
ZNF214,-1.4812563999842898,1.6217135065178354e-16,1.0425738397885517e-15
KRT5,2.865895624680883,1.6225376576676465e-16,1.0427100494369818e-15
KIAA1045,1.7870172970425355,1.6374078830661617e-16,1.0514727092238587e-15
PLCL1,-1.1238424256706336,1.6475072961178186e-16,1.0575593385935339e-15
HS6ST3,-2.535626145870154,1.6691565069972714e-16,1.0706491643752743e-15
SPIB,2.2958296846156876,1.676398253374279e-16,1.0744848421138115e-15
ECEL1,1.9990766427084559,1.7511116946022913e-16,1.1198434907651904e-15
IGFBP5,-1.27290323632222,1.8658142851237595e-16,1.1914067219969114e-15
SSC5D,-1.2093835316758952,1.9427636551475872e-16,1.2372948783531566e-15
ANXA8L2,2.590320639409293,1.943940697915004e-16,1.2375816854389727e-15
ATP6V1G2,-1.151474565021012,1.9497255725123375e-16,1.2403371871455027e-15
SCML2,1.4004786339892377,2.0076982953916852e-16,1.2757873869597165e-15
S100A2,2.5085339421075368,2.0634695933130075e-16,1.3102493353512498e-15
GPRC5A,-1.6526999214484857,2.1671163376654505e-16,1.3740130763381468e-15
IDO1,2.3209221790188925,2.201524118255575e-16,1.39479001986207e-15
PCSK1N,2.3877005734260246,2.436698083233006e-16,1.5403477489776576e-15
TREX2,1.0813696830446569,2.4376602580122274e-16,1.5403842001465021e-15
C7orf13,1.2612204940889988,2.4678816745862695e-16,1.5583249876975962e-15
HGD,-2.5072487687050793,2.478392743962858e-16,1.5643820767119153e-15
SDR16C5,-2.7479722791720684,2.555677125942146e-16,1.6119696835109165e-15
IL2RA,1.5577410470916302,2.681657773165994e-16,1.6883043207769641e-15
HPGDS,-1.2476994619221555,2.7085409310301554e-16,1.7045991151309514e-15
CAMK2N1,-1.556979372373437,2.838436043480815e-16,1.783052962762017e-15
DDC,1.7151363693492014,2.913080883695061e-16,1.8272474198647103e-15
ZNF423,-1.1280109147323376,2.948369522190238e-16,1.848701508206913e-15
FGF14,-1.1820658300930846,2.992563122618479e-16,1.8757213830766543e-15
DOK7,-2.2002511763088655,3.0635602157499584e-16,1.9181040615522718e-15
HIST4H4,-1.01130414359216,3.376785871479733e-16,2.1064711864945e-15
C5orf27,2.001532426063391,3.4178824801536465e-16,2.130546802233404e-15
COL4A4,1.4027426024115313,3.459397364607663e-16,2.1556361917039332e-15
PKP1,2.568531086760145,3.537134704211016e-16,2.201659503388655e-15
CCDC39,-1.0409919563253607,3.7874637479416583e-16,2.354892574934153e-15
LOXL4,1.9769913396960046,3.9745943666539513e-16,2.466739871141282e-15
ANXA1,1.1247646086171006,4.034157705848887e-16,2.50188294721801e-15
PDZRN4,-1.3757401476768396,4.0627599362938854e-16,2.518704103206584e-15
DAPK1,1.1610041514473117,4.200875785783281e-16,2.6014878047959737e-15
PRKG1,-1.3187079926161562,4.228617526580243e-16,2.6177156116925313e-15
IFITM2,-1.004267786025686,4.2707411371726336e-16,2.642831452254722e-15
CNKSR2,1.650384737441577,4.301248021043937e-16,2.6597768263753902e-15
TJP3,-1.318356058285218,4.3828683152887105e-16,2.7082818363340616e-15
SPEG,1.4211834413416575,4.480302061230036e-16,2.765478220469283e-15
SLC1A2,-1.6479549978398342,4.550339743470797e-16,2.806674604538489e-15
FPR2,1.3472180864852121,4.557366314942506e-16,2.8089738814140743e-15
PECI,-1.0899221201052587,4.615395548951873e-16,2.8416553217154882e-15
TMPRSS5,1.8806319822473585,4.724890725780099e-16,2.9080191203482143e-15
CNTD2,-1.4198997682730452,4.866553185429337e-16,2.9924145623375175e-15
RAET1K,1.2038421075370174,4.92358593324608e-16,3.024843738931484e-15
TRPV3,1.66849411649189,5.019779296224523e-16,3.0806068978271575e-15
FAM3D,2.7540695298692115,5.06897668533647e-16,3.107439631075597e-15
CD38,1.8010334747260517,5.076828828212863e-16,3.111133319340232e-15
ZG16B,-2.4956387573151098,5.13314419298643e-16,3.142251819071133e-15
ABHD1,-1.067933066258198,5.31511926951215e-16,3.248976351751325e-15
WIPF3,1.3233355209928908,5.512923534794845e-16,3.359741662369965e-15
FOLR1,2.764329448961157,5.989876635244911e-16,3.639229364902634e-15
GPR37,1.147562684105103,6.198340869325497e-16,3.759178953155741e-15
VTCN1,1.6650800164958195,6.572223949891154e-16,3.97884727574285e-15
NLRP5,-1.247015341109933,6.652741435815546e-16,4.0247313197846804e-15
BSN,-1.1182923687207884,6.852934597378311e-16,4.14142924745751e-15
GJB6,2.2387181768194493,6.98980391242716e-16,4.218155940065008e-15
DYNC2H1,-1.1576620517654455,7.280124725290982e-16,4.390245186675122e-15
H2AFY2,1.221007403479831,7.387270046575206e-16,4.4532817307318856e-15
ZDHHC11,-1.3799821413141666,7.441549164930509e-16,4.482829228113427e-15
COCH,2.2232558422685686,7.620113301083781e-16,4.587151980115122e-15
C6orf150,1.0495748792270518,7.643391352111284e-16,4.599539036270501e-15
DCLK1,-1.5174673422096552,8.00825076400423e-16,4.813996135227393e-15
CCDC88A,1.009718161109145,8.542085216404487e-16,5.113241168202756e-15
NETO2,1.1254646282549787,9.020389037582382e-16,5.3957578261337536e-15
SEPP1,-1.3162319704646297,9.574540417294827e-16,5.7192010980894745e-15
CYP4F11,-2.2498680963041515,9.588140976751101e-16,5.723310229024579e-15
PLA2G7,1.1812855857978857,9.78471319122711e-16,5.8386007584652306e-15
LOC440925,-1.5293969914771617,9.950451088626045e-16,5.93126293452228e-15
HTRA1,-1.0409047209457594,1.0013989716074083e-15,5.967048455729238e-15
PRSS12,2.4241686383095713,1.0093231714390018e-15,6.0121628575047925e-15
RTN2,-1.0725281332233605,1.0217719607828173e-15,6.079935881247861e-15
NRXN3,-1.3734929264365112,1.0446129113376652e-15,6.2115076396928904e-15
SAA4,1.8141467970621723,1.0464545718575446e-15,6.220286687167185e-15
SCEL,2.7730341738344917,1.1078452936328677e-15,6.576021383955293e-15
PIWIL4,1.243196928635954,1.1341842797785005e-15,6.7253336645640196e-15
CLEC7A,1.3328748556616032,1.135531667519405e-15,6.7309795676489614e-15
CCL7,1.827875641176701,1.1636840197675713e-15,6.8906602422259176e-15
NUDT16P1,-1.216232461411571,1.1642027485637061e-15,6.891335699701048e-15
NTM,-1.069828710576962,1.1814040250960295e-15,6.988298210276271e-15
FAM38B,-1.4883639370016901,1.2004755749694582e-15,7.09864550060065e-15
KLK4,-1.793657460429677,1.213598298444246e-15,7.17375183009563e-15
RDH16,-1.2568858410902948,1.2531618992687408e-15,7.389663138693441e-15
LCK,1.222540041632299,1.258831670769849e-15,7.420527294292326e-15
RGS5,-1.1740132241467354,1.27691996666075e-15,7.524549146101237e-15
C8orf46,2.438398884568556,1.2783543377054444e-15,7.530395839198795e-15
FOXD2,-1.1566384941675496,1.2876432673214377e-15,7.582491300997263e-15
C4orf31,-1.6387246573190364,1.2991295971201609e-15,7.647486014157047e-15
SLC22A16,1.4353815993087469,1.3095218906735516e-15,7.705997857004349e-15
GPR55,1.7664767094772404,1.312502130829487e-15,7.718201411611245e-15
ZNF280B,1.6985992537606522,1.35676133596236e-15,7.972962578136297e-15
FAM65C,-1.0999265464828571,1.3671878296833487e-15,8.031462138498596e-15
PRKCQ,1.518348144220571,1.3949162720097285e-15,8.180242462922066e-15
PSORS1C2,1.96466290404933,1.490599786522743e-15,8.732340682656454e-15
NRIP3,-1.1037149994108635,1.503566734827693e-15,8.796201131609624e-15
TMEM40,1.918409811083619,1.5665855808742465e-15,9.149160645503572e-15
LOC441666,1.3961914182475148,1.5673149488717825e-15,9.150282337773896e-15
BAG2,1.1658441734417337,1.6180611925582117e-15,9.427157752058278e-15
SPAG17,-1.791652118926986,1.7725869715334034e-15,1.027472979074672e-14
SGPP2,1.4580236322218294,1.793188127434874e-15,1.0380011492255574e-14
ZNF516,-1.2509466949452097,1.8159680011610508e-15,1.0504733376281486e-14
ZNF488,1.662108157574329,1.823615158052482e-15,1.0545387484425726e-14
GSTA1,2.8220127881858517,1.8281589332343e-15,1.0568074213503098e-14
PLA2G16,-1.296873147166254,1.8525868318432013e-15,1.0702019588293663e-14
SOCS1,1.0605273555634103,1.8912817729704647e-15,1.0914445473970524e-14
AQP9,1.6580063823101998,1.921053798233968e-15,1.107874913102759e-14
MIR17HG,1.0366381603236325,1.990835833628812e-15,1.147341260463576e-14
RAMP1,-1.4193472408782046,1.993000260816498e-15,1.1482000826016565e-14
KBTBD12,2.371189006716154,2.0081697911493617e-15,1.1561572529842336e-14
SLC14A2,-1.0998180393543067,2.0535244641028236e-15,1.181071314544785e-14
TAP2,1.0594381328306035,2.0846078737220143e-15,1.1985439598070866e-14
RGL3,-1.9013016927850437,2.1051739058849757e-15,1.2095516739953149e-14
CHST6,1.6090835473861995,2.1148984014047672e-15,1.2143196148322045e-14
DGCR9,1.2749540748595893,2.1587394245487303e-15,1.237822639732824e-14
SNORD116-28,-1.3262763599230194,2.203446358155298e-15,1.2621826935548174e-14
CLIP4,1.0072324417736915,2.2145700198048922e-15,1.2664246956775459e-14
MRAP2,1.6445848945445989,2.216121534328983e-15,1.2668865300309695e-14
LYPD1,1.2417046541769778,2.264724710364929e-15,1.2933689408958664e-14
C15orf52,1.1570373630258022,2.346117023880585e-15,1.3385049553328766e-14
C3orf55,1.480849302855347,2.365122651587093e-15,1.3479932649440493e-14
ABCA12,-2.562262130316955,2.395303125251868e-15,1.3638252164172287e-14
VWA2,-1.9536400534150271,2.420269837343512e-15,1.3771197905098566e-14
AXIN2,-1.0415476689839371,2.4777155962838293e-15,1.4074548567282726e-14
NIPAL4,1.7641703428773408,2.497218833632868e-15,1.4175878912255913e-14
SLC45A1,-1.0122186677663887,2.5062538756670096e-15,1.421768937461998e-14
LCTL,1.4754390990141788,2.6438526414049787e-15,1.498828578000226e-14
VEPH1,1.2405202702171945,2.660116427251605e-15,1.506544155506978e-14
FAM131B,-1.078561922155453,2.69519585990827e-15,1.5248898835294963e-14
PRND,-1.5320734849377473,2.698121380997801e-15,1.5260380975885933e-14
PRR18,1.529929562860846,2.7032830819510706e-15,1.528449896601153e-14
NEURL3,1.382454958564077,2.7173400240799694e-15,1.535887839697374e-14
